#### DPAT limits ####
Site#,Test#,TestName,LL2,LL1,HL1,HL2
4,407,Vref_post,1.7061694234e-004,1.7061694234e-004,8.7926158449e-004,8.7926158449e-004
4,308,PIN3 IN3,-4.8554173112e-001,-4.8554173112e-001,-4.4351482391e-001,-4.4351482391e-001
4,617,VFB14_4A,4.9795773625e-001,4.9795773625e-001,5.0262314081e-001,5.0262314081e-001
4,606,TM_CHECK,9.4906516779e-007,9.4906516779e-007,1.0816697795e-006,1.0816697795e-006
4,507,Idrop_out,6.5978197381e-004,6.5978197381e-004,1.0597534711e-003,1.0597534711e-003
4,309,PIN4 IN4,-4.8578640819e-001,-4.8578640819e-001,-4.4349136949e-001,-4.4349136949e-001
4,618,Load_Reg,-8.9999998454e-004,-8.9999998454e-004,8.9999998454e-004,8.9999998454e-004
4,607,VO18_4A,1.4987049103e+000,1.4987049103e+000,1.5080609322e+000,1.5080609322e+000
4,508,Ien_low,-8.9999997499e-007,-8.9999997499e-007,8.9999997499e-007,8.9999997499e-007
4,409,Vfb_post,4.9917164445e-001,4.9917164445e-001,5.0103801489e-001,5.0103801489e-001
4,619,VO_Char,4.9838986993e-001,4.9838986993e-001,5.0216370821e-001,5.0216370821e-001
4,509,Ifb,-8.9999997499e-007,-8.9999997499e-007,8.9999997499e-007,8.9999997499e-007
4,609,VFB18_4A,4.9834731221e-001,4.9834731221e-001,5.0228697062e-001,5.0228697062e-001
4,420,Ilim8_sc,1.6979889870e+000,1.6979889870e+000,2.6841576099e+000,2.6841576099e+000
4,310,PIN5 IN5,-4.8562470078e-001,-4.8562470078e-001,-4.4379678369e-001,-4.4379678369e-001
#########################################
