[2013-04-26 19:05:42 GEX 6] Creating a Scheduler Engine...  	in GS::Gex::SchedulerEngine::SchedulerEngine(QObject*)  	in sources\scheduler_engine.cpp
[2013-04-26 19:05:42 GEX 6] No default value for option ('databases', 'local_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:42 GEX 6] No default value for option ('databases', 'server_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:42 GEX 6] No default value for option ('databases', 'yieldman_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:42 GEX 6] No default value for option ('dataprocessing', 'stdf_intermediate')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:42 GEX 6] No default value for option ('dataprocessing', 'stdf_intermediate_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'file_name')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'front_page_image')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'front_page_text')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'location_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'sub_folders')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 4]  error while evaluating javascript expression : option ('statistics', 'computation'), default value ('(GexProduct=='PRODUCT_PATSERVER' || GexProduct=='PRODUCT_GEXPAT' || GexProduct=='PRODUCT_GTM') ? 'samples_only' : 'samples_then_summary'')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 5] Invalid value () for 'computation' Enum value  	in bool GS::Gex::OptionsTypeDefinition::isValid_Enum(QDomElement, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 3] Try to set invalid option, 'statistics', 'computation', ''  	in bool GS::Gex::OptionsHandler::SetOption(const QString&, const QString&, const QString&)  	in sources\gex_options_handler.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('wafer', 'wafer_file_name')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] Update Product String Name product 1024 optinalmodules 0...  	in QString GS::Gex::EnginePrivate::UpdateProductStringName(int, unsigned int)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 5] New AppFullName=Galaxy Tester Monitor - V7.1 preview(20121214)  	in QString GS::Gex::EnginePrivate::UpdateProductStringName(int, unsigned int)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7]  lProductID = 1024   	in void GexMainwindow::LoadNavigationTabs(int, bool, bool)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7]  done  	in void GexMainwindow::LoadNavigationTabs(int, bool, bool)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 6] load url 'S:\galaxy_dev_master\galaxy_products\gex_product\bin/skins/aqua/pages/_gex_home_splash.htm'...  	in void GexMainwindow::LoadUrl(const QString&)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7] Load Url S:\galaxy_dev_master\galaxy_products\gex_product\bin/skins/aqua/pages/_gex_home_splash.htm  	in void GexWebBrowser::loadUrl(const QString&)  	in sources\gex_web_browser.cpp
[2013-04-26 19:05:43 GEX 7] load Url file:///S:/galaxy_dev_master/galaxy_products/gex_product/bin/skins/aqua/pages/_gex_home_splash.htm  	in void GexWebBrowser::loadUrl(const QUrl&)  	in sources\gex_web_browser.cpp
[2013-04-26 19:05:43 GEX 7] LoadStarted...  	in void GexWebView::onLoadStarted()  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] Add New Url S:/galaxy_dev_master/galaxy_products/gex_product/bin/skins/aqua/pages/_gex_home_splash.htm  	in void GexMainwindow::AddNewUrl(QString)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7] Resize Gex Application with offset 1  	in void GexMainwindow::ResizeGexApplication(int)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 6]  Main window on start end  	in void GexMainwindow::OnEngineStarting()  	in sources\gexmainwindow_onstart.cpp
[2013-04-26 19:05:43 GEX 6] Changing client state: eState_Init => eState_Connect  	in void GS::Gex::Engine::SetClientState(GS::Gex::Engine::ClientState)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] Url changed to file:///S:/galaxy_dev_master/galaxy_products/gex_product/bin/skins/aqua/pages/_gex_home_splash.htm  	in void GexWebView::onUrlChanged(const QUrl&)  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] Title changed : ''  	in void GexWebView::onTitleChanged(const QString&)  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] Title changed : 'Galaxy'  	in void GexWebView::onTitleChanged(const QString&)  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] LoadFinished : ok  	in void GexWebView::onLoadFinished(bool)  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] onBrowserAction 0 :  (from url )...  	in void GexMainwindow::onBrowserAction(const GexWebBrowserAction&)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7]  bBrowser = browser  	in void GexMainwindow::ShowHtmlBrowser(bool)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7] onBrowserAction ok  	in void GexMainwindow::onBrowserAction(const GexWebBrowserAction&)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7] LPMessage(6,UpdateProgressStatus|1|15|1|0)  	in void GS::Gex::Engine::processLPMessage(const GS::LPPlugin::LPMessage&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] Handling extended message: UpdateProgressStatus|1|15|1|0  	in void GS::Gex::Engine::handleExtendedMessage(const QString&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] LPMessage(6,UpdateLabelStatus| Connecting to: 192.168.1.22[192.168.1.22]:4242         )  	in void GS::Gex::Engine::processLPMessage(const GS::LPPlugin::LPMessage&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] Handling extended message: UpdateLabelStatus| Connecting to: 192.168.1.22[192.168.1.22]:4242           	in void GS::Gex::Engine::handleExtendedMessage(const QString&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] LPMessage(6,AppendMoHistoryLog||Gex-Lm socket| Connecting to: 192.168.1.22[192.168.1.22]:4242         )  	in void GS::Gex::Engine::processLPMessage(const GS::LPPlugin::LPMessage&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] Handling extended message: AppendMoHistoryLog||Gex-Lm socket| Connecting to: 192.168.1.22[192.168.1.22]:4242           	in void GS::Gex::Engine::handleExtendedMessage(const QString&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] LPMessage(6,InitScriptsPath|1)  	in void GS::Gex::Engine::processLPMessage(const GS::LPPlugin::LPMessage&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] Handling extended message: InitScriptsPath|1  	in void GS::Gex::Engine::handleExtendedMessage(const QString&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 5] Overload user folder : searching for XXX_SERVER_PROFILE env var...  	in QString GS::Gex::EnginePrivate::OverloadUserFolder()  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 6]  GEX_SERVER_PROFILE loaded (T:\gtm_qa\ServerProfile)  	in QString GS::Gex::EnginePrivate::OverloadUserFolder()  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 6] User folder set to T:\gtm_qa\ServerProfile  	in QString GS::Gex::EnginePrivate::OverloadUserFolder()  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] LPMessage(1,GEX-LM accept to grant license)  	in void GS::Gex::Engine::processLPMessage(const GS::LPPlugin::LPMessage&)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 6] Changing client state: eState_Connect => eState_LicenseGranted  	in void GS::Gex::Engine::SetClientState(GS::Gex::Engine::ClientState)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 6] Update Product String Name product 1024 optinalmodules 5...  	in QString GS::Gex::EnginePrivate::UpdateProductStringName(int, unsigned int)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 5] New AppFullName=Galaxy Tester Monitor - V7.1 preview(20121214)  	in QString GS::Gex::EnginePrivate::UpdateProductStringName(int, unsigned int)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] Server startup skin loaded (GEX_DATATYPE_GTM)  	in void GexMainwindow::ReloadProductSkin(bool)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 6] load url 'S:\galaxy_dev_master\galaxy_products\gex_product\bin/skins/aqua/pages/_gex_gtm_home.htm'...  	in void GexMainwindow::LoadUrl(const QString&)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7] Load Url S:\galaxy_dev_master\galaxy_products\gex_product\bin/skins/aqua/pages/_gex_gtm_home.htm  	in void GexWebBrowser::loadUrl(const QString&)  	in sources\gex_web_browser.cpp
[2013-04-26 19:05:43 GEX 7] load Url file:///S:/galaxy_dev_master/galaxy_products/gex_product/bin/skins/aqua/pages/_gex_gtm_home.htm  	in void GexWebBrowser::loadUrl(const QUrl&)  	in sources\gex_web_browser.cpp
[2013-04-26 19:05:43 GEX 7] LoadStarted...  	in void GexWebView::onLoadStarted()  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] Add New Url S:/galaxy_dev_master/galaxy_products/gex_product/bin/skins/aqua/pages/_gex_gtm_home.htm  	in void GexMainwindow::AddNewUrl(QString)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 6] Running script: C:\Users\bernardg_local\GalaxySemi/.galaxy_gtm.csl  	in GS::Gex::CSLStatus GS::Gex::CSLEngine::Run(const QString&)  	in sources\csl\csl_engine.cpp
[2013-04-26 19:05:43 GEX 7] Reset script console  	in void GexScripting::ResetScriptConsole()  	in sources\script_wizard.cpp
[2013-04-26 19:05:43 GEX 6] new GexReport : id=0 Total 1 instances...  	in CGexReport::CGexReport()  	in sources\gex_report.cpp
[2013-04-26 19:05:43 GEX 7] Initializing CSL engine  	in GS::Gex::CSLStatus GS::Gex::CSLEngine::Run(const QString&)  	in sources\csl\csl_engine.cpp
[2013-04-26 19:05:43 GEX 7] CSL engine initialized.  	in GS::Gex::CSLStatus GS::Gex::CSLEngine::Run(const QString&)  	in sources\csl\csl_engine.cpp
[2013-04-26 19:05:43 GEX 7] Loading CSL script into CSL engine  	in GS::Gex::CSLStatus GS::Gex::CSLEngine::Run(const QString&)  	in sources\csl\csl_engine.cpp
[2013-04-26 19:05:43 GEX 7] CSL script loaded into CSL engine  	in GS::Gex::CSLStatus GS::Gex::CSLEngine::Run(const QString&)  	in sources\csl\csl_engine.cpp
[2013-04-26 19:05:43 GEX 7] Calling main function of CSL script  	in GS::Gex::CSLStatus GS::Gex::CSLEngine::Run(const QString&)  	in sources\csl\csl_engine.cpp
[2013-04-26 19:05:43 GEX 7]  in C:\Users\bernardg_local\GalaxySemi/.galaxy_gtm.csl  	in ZString gexCslVersion(ZCsl*)  	in sources\csl\zcgexlib.cpp
[2013-04-26 19:05:43 GEX 7]  2.40  	in ZString gexCslVersion(ZCsl*)  	in sources\csl\zcgexlib.cpp
[2013-04-26 19:05:43 GEX 7] Url changed to file:///S:/galaxy_dev_master/galaxy_products/gex_product/bin/skins/aqua/pages/_gex_gtm_home.htm  	in void GexWebView::onUrlChanged(const QUrl&)  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] Title changed : ''  	in void GexWebView::onTitleChanged(const QString&)  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] Title changed : 'Galaxy'  	in void GexWebView::onTitleChanged(const QString&)  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 6] gexCslVersion 2.4 for C:\Users\bernardg_local\GalaxySemi/.galaxy_gtm.csl   	in void WriteScriptMessage(QString, bool)  	in sources\scripting_io.cpp
[2013-04-26 19:05:43 GEX 7] LoadFinished : ok  	in void GexWebView::onLoadFinished(bool)  	in sources\gex_web_view.cpp
[2013-04-26 19:05:43 GEX 7] onBrowserAction 0 :  (from url )...  	in void GexMainwindow::onBrowserAction(const GexWebBrowserAction&)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7]  bBrowser = browser  	in void GexMainwindow::ShowHtmlBrowser(bool)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 7] onBrowserAction ok  	in void GexMainwindow::onBrowserAction(const GexWebBrowserAction&)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 6] List of Galaxy Favorites Scripts loaded!   	in void WriteScriptMessage(QString, bool)  	in sources\scripting_io.cpp
[2013-04-26 19:05:43 GEX 7]  gexResetOptions('clear'')  	in ZString gexResetOptions(ZCsl*)  	in sources\csl\zcgexlib.cpp
[2013-04-26 19:05:43 GEX 6] Reset clear  	in void CReportOptions::Reset(bool)  	in sources\report_options_reset.cpp
[2013-04-26 19:05:43 GEX 6]  clear  	in void GS::Gex::OptionsHandler::Reset(bool)  	in sources\gex_options_handler.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('adv_boxplot', 'r&r_file')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('adv_correlation', 'boxwhisker_orientation')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('adv_correlation', 'chart_type')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('adv_pearson', 'test_stats')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('databases', 'local_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('databases', 'server_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('databases', 'yieldman_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('dataprocessing', 'stdf_intermediate')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('dataprocessing', 'stdf_intermediate_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'file_name')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'front_page_image')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'front_page_text')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'location_path')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('output', 'sub_folders')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 6] No default value for option ('wafer', 'wafer_file_name')  	in QString GS::Gex::OptionsTypeDefinition::getDefaultOptionValue(QString, QString) const  	in sources\report_options_type_definition.cpp
[2013-04-26 19:05:43 GEX 7]  in C:\Users\bernardg_local\GalaxySemi/.galaxy_gtm.csl  	in ZString gexCslVersion(ZCsl*)  	in sources\csl\zcgexlib.cpp
[2013-04-26 19:05:43 GEX 7]  2.40  	in ZString gexCslVersion(ZCsl*)  	in sources\csl\zcgexlib.cpp
[2013-04-26 19:05:43 GEX 6] gexCslVersion 2.4 for C:\Users\bernardg_local\GalaxySemi/.galaxy_gtm.csl   	in void WriteScriptMessage(QString, bool)  	in sources\scripting_io.cpp
[2013-04-26 19:05:43 GEX 6] * Galaxy Examinator Options loaded! *   	in void WriteScriptMessage(QString, bool)  	in sources\scripting_io.cpp
[2013-04-26 19:05:43 GEX 7] Main function executed  	in GS::Gex::CSLStatus GS::Gex::CSLEngine::Run(const QString&)  	in sources\csl\csl_engine.cpp
[2013-04-26 19:05:43 GEX 6] CSL Script 'C:\Users\bernardg_local\GalaxySemi/.galaxy_gtm.csl' executed...  	in GS::Gex::CSLStatus GS::Gex::CSLEngine::Run(const QString&)  	in sources\csl\csl_engine.cpp
[2013-04-26 19:05:43 GEX 6] Changing client state: eState_LicenseGranted => eState_NodeReady  	in void GS::Gex::Engine::SetClientState(GS::Gex::Engine::ClientState)  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 6] License is ready  	in void GS::Gex::Engine::OnLicenseReady()  	in sources\engine.cpp
[2013-04-26 19:05:43 GEX 7] Server startup skin loaded (GEX_DATATYPE_GTM)  	in void GexMainwindow::ReloadProductSkin(bool)  	in sources\browser_dialog.cpp
[2013-04-26 19:05:43 GEX 6] load url 'S:\galaxy_dev_master\galaxy_products\gex_product\bin/skins/aqua/pages/_gex_gtm_home.htm'...  	in void GexMainwindow::LoadUrl(const QString&)  	in sources\browser_dialog.cpp
