#### DPAT limits ####
Site#,Test#,TestName,LL2,LL1,HL1,HL2
7,506,Ien_high,-8.9999997499e-007,-8.9999997499e-007,8.9999997499e-007,8.9999997499e-007
7,418,Ilim_err2,-7.5632229447e-002,-7.5632229447e-002,1.4333786070e-001,1.4333786070e-001
7,407,Vref_post,-1.3303491869e-004,-1.3303491869e-004,1.0190709727e-003,1.0190709727e-003
7,308,PIN3 IN3,-4.8587524891e-001,-4.8587524891e-001,-4.5661944151e-001,-4.5661944151e-001
7,617,VFB14_4A,4.9661821127e-001,4.9661821127e-001,5.0404000282e-001,5.0404000282e-001
7,606,TM_CHECK,9.4050056987e-007,9.4050056987e-007,1.0849506680e-006,1.0849506680e-006
7,507,Idrop_out,5.5893533863e-004,5.5893533863e-004,1.7420257209e-003,1.7420257209e-003
7,309,PIN4 IN4,-4.8910290003e-001,-4.8910290003e-001,-4.4670167565e-001,-4.4670167565e-001
7,618,Load_Reg,-8.9999998454e-004,-8.9999998454e-004,8.9999998454e-004,8.9999998454e-004
7,607,VO18_4A,1.4966235161e+000,1.4966235161e+000,1.5063736439e+000,1.5063736439e+000
7,508,Ien_low,-8.9999997499e-007,-8.9999997499e-007,8.9999997499e-007,8.9999997499e-007
7,409,Vfb_post,4.9747616053e-001,4.9747616053e-001,5.0180792809e-001,5.0180792809e-001
7,619,VO_Char,4.9932047725e-001,4.9932047725e-001,5.0189304352e-001,5.0189304352e-001
7,509,Ifb,-8.9999997499e-007,-8.9999997499e-007,8.9999997499e-007,8.9999997499e-007
7,609,VFB18_4A,4.9940660596e-001,4.9940660596e-001,5.0195062160e-001,5.0195062160e-001
7,420,Ilim8_sc,1.7325037718e+000,1.7325037718e+000,2.6200754642e+000,2.6200754642e+000
7,310,PIN5 IN5,-4.8577985168e-001,-4.8577985168e-001,-4.4351866841e-001,-4.4351866841e-001
#########################################
